artist,convertedManaCost,loyalty,manaCost,name,power,prices/paper/2019-07-14,rarity,text,toughness,type,,
Victor Adame Minguez,4,,{2}{B}{B},Spawn of Mayhem,4,2.76,mythic,"Spectacle {1}{B}{B} (You may cast this spell for its spectacle cost rather than its mana cost if an opponent lost life this turn.)
Flying, trample
At the beginning of your upkeep, Spawn of Mayhem deals 1 damage to each player. Then if you have 10 or less life, put a +1/+1 counter on Spawn of Mayhem.",4,Creature — Demon,,
Victor Adame Minguez,4,,{3}{U},Deadeye Rig-Hauler,"Raid — When Deadeye Rig-Hauler enters the battlefield, if you attacked with a creature this turn, you may return target creature to its owner's hand.",Creature — Human Pirate,3,0.15,common,"Raid — When Deadeye Rig-Hauler enters the battlefield, if you attacked with a creature this turn, you may return target creature to its owner's hand.",2,Creature — Human Pirate
Victor Adame Minguez,2,,,"Metzali, Tower of Triumph","(Transforms from Path of Mettle.)
{T}: Add one mana of any color to your mana pool.
{1}{R}, {T}: Metzali, Tower of Triumph deals 2 damage to each opponent.
{2}{W}, {T}: Choose a creature at random that attacked this turn. Destroy that creature.",Legendary Land,,0.5,rare,"(Transforms from Path of Mettle.)
{T}: Add one mana of any color.
{1}{R}, {T}: Metzali, Tower of Triumph deals 2 damage to each opponent.
{2}{W}, {T}: Choose a creature at random that attacked this turn. Destroy that creature.",,Legendary Land
Victor Adame Minguez,2,,{R}{W},Path of Mettle,"When Path of Mettle enters the battlefield, it deals 1 damage to each creature that doesn't have first strike, double strike, vigilance, or haste.
Whenever you attack with at least two creatures that have first strike, double strike, vigilance, and/or haste, transform Path of Mettle.",Legendary Enchantment,,0.5,rare,"When Path of Mettle enters the battlefield, it deals 1 damage to each creature that doesn't have first strike, double strike, vigilance, or haste.
Whenever you attack with at least two creatures that have first strike, double strike, vigilance, and/or haste, transform Path of Mettle.",,Legendary Enchantment
Victor Adame Minguez,4,,,Vault of Catlacan,"(Transforms from Storm the Vault.)
{T}: Add one mana of any color to your mana pool.
{T}: Add {U} to your mana pool for each artifact you control.",Legendary Land,,1.24,rare,"(Transforms from Storm the Vault.)
{T}: Add one mana of any color.
{T}: Add {U} for each artifact you control.",,Legendary Land
Victor Adame Minguez,4,,{2}{U}{R},Storm the Vault,"Whenever one or more creatures you control deal combat damage to a player, create a colorless Treasure artifact token with ""{T}, Sacrifice this artifact: Add one mana of any color to your mana pool.""
At the beginning of your end step, if you control five or more artifacts, transform Storm the Vault.",Legendary Enchantment,,1.24,rare,"Whenever one or more creatures you control deal combat damage to a player, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")
At the beginning of your end step, if you control five or more artifacts, transform Storm the Vault.",,Legendary Enchantment
Victor Adame Minguez,2,,{1}{U},Warkite Marauder,"Flying
Whenever Warkite Marauder attacks, target creature defending player controls loses all abilities and has base power and toughness 0/1 until end of turn.",Creature — Human Pirate,2,0.98,rare,"Flying
Whenever Warkite Marauder attacks, target creature defending player controls loses all abilities and has base power and toughness 0/1 until end of turn.",1,Creature — Human Pirate
Viktor Titov,5,,{4}{W},Excavation Elephant,3,0.15,common,"Kicker {1}{W} (You may pay an additional {1}{W} as you cast this spell.)
When Excavation Elephant enters the battlefield, if it was kicked, return target artifact card from your graveyard to your hand.",5,Creature — Elephant,,
Viktor Titov,4,,{3}{R},Karplusan Hound,3,0.2,uncommon,"Whenever Karplusan Hound attacks, if you control a Chandra planeswalker, this creature deals 2 damage to any target.",3,Creature — Hound,,
Viktor Titov,8,,{5}{G}{G}{G},Verdant Force,7,0.34,rare,"At the beginning of each upkeep, create a 1/1 green Saproling creature token.",7,Creature — Elemental,,
Viktor Titov,1,,{R},Goblin Banneret,1,0.24,uncommon,"Mentor (Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.)
{1}{R}: Goblin Banneret gets +2/+0 until end of turn.",1,Creature — Goblin Soldier,,
Viktor Titov,2,,{R}{W},Swiftblade Vindicator,1,0.55,rare,"Double strike, vigilance, trample",1,Creature — Human Soldier,,
Viktor Titov,5,,{3}{W}{W},Glorifier of Dusk,4,0.24,uncommon,"Pay 2 life: Glorifier of Dusk gains flying until end of turn.
Pay 2 life: Glorifier of Dusk gains vigilance until end of turn.",4,Creature — Vampire Soldier,,
Viktor Titov,1,,{W},Imperial Lancer,1,0.25,uncommon,Imperial Lancer has double strike as long as you control a Dinosaur.,1,Creature — Human Knight,,
Viktor Titov,4,,{2}{R}{R},Havoc Devils,4,0.15,common,Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.),3,Creature — Devil,,
Viktor Titov,2,,{W}{W},Silverbeak Griffin,2,0.69,common,Flying (This creature can't be blocked except by creatures with flying or reach.),2,Creature — Griffin,,
Viktor Titov,4,,{3}{R},Dagger Caster,2,0.23,uncommon,"When Dagger Caster enters the battlefield, it deals 1 damage to each opponent and 1 damage to each creature your opponents control.",3,Creature — Viashino Rogue,,
Viktor Titov,6,,{4}{B}{R},"Rakdos, the Showstopper",6,0.99,mythic,"Flying, trample
When Rakdos, the Showstopper enters the battlefield, flip a coin for each creature that isn't a Demon, Devil, or Imp. Destroy each creature whose coin comes up tails.",6,Legendary Creature — Demon,,
Viktor Titov,4,,{3}{W},Syndicate Messenger,2,0.14,common,"Flying
Afterlife 1 (When this creature dies, create a 1/1 white and black Spirit creature token with flying.)",3,Creature — Bird,,
Viktor Titov,3,,{1}{G}{G},Swift Warden,"Flash
When Swift Warden enters the battlefield, target Merfolk you control gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.)",Creature — Merfolk Warrior,3,0.25,uncommon,"Flash
When Swift Warden enters the battlefield, target Merfolk you control gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.)",3,Creature — Merfolk Warrior
Vincent Proce,4,,{3}{B},Chainer's Torment,,0.25,uncommon,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I, II — Chainer's Torment deals 2 damage to each opponent and you gain 2 life.
III — Create an X/X black Nightmare Horror creature token, where X is half your life total, rounded up. It deals X damage to you.",,Enchantment — Saga,,
Vincent Proce,1,,{B},Barrier of Bones,0,0.15,common,"Defender
When Barrier of Bones enters the battlefield, surveil 1. (Look at the top card of your library. You may put that card into your graveyard.)",3,Creature — Skeleton Wall,,
Vincent Proce,5,,{3}{B}{B},Doom Whisperer,6,5.54,mythic,"Flying, trample
Pay 2 life: Surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on the top of your library in any order.)",6,Creature — Nightmare Demon,,
Vincent Proce,0,,,Forsaken Sanctuary,,0.19,common,"Forsaken Sanctuary enters the battlefield tapped.
{T}: Add {W} or {B}.",,Land,,
Vincent Proce,5,,{3}{B}{B},Open the Graves,,0.97,rare,"Whenever a nontoken creature you control dies, create a 2/2 black Zombie creature token.",,Enchantment,,
Volkan Baǵa,5,,{5},Gilded Lotus,,3.9,rare,{T}: Add three mana of any one color.,,Artifact,,
Volkan Baǵa,1,,{R},Warlord's Fury,,0.18,common,"Creatures you control gain first strike until end of turn.
Draw a card.",,Sorcery,,
Volkan Baǵa,2,,{2},Glaive of the Guildpact,,0.2,uncommon,"Equipped creature gets +1/+0 for each Gate you control and has vigilance and menace. (A creature with menace can't be blocked except by two or more creatures.)
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)",,Artifact — Equipment,,
Volkan Baǵa,3,,{1}{U}{B},Unmoored Ego,,1.1,rare,"Choose a card name. Search target opponent's graveyard, hand, and library for up to four cards with that name and exile them. That player shuffles their library, then draws a card for each card exiled from their hand this way.",,Sorcery,,
Volkan Baǵa,1,,{1},Wand of Vertebrae,,0.22,uncommon,"{T}: Put the top card of your library into your graveyard.
{2}, {T}, Exile Wand of Vertebrae: Shuffle up to five target cards from your graveyard into your library.",,Artifact,,
Volkan Baǵa,4,,{2}{B}{B},Sanctum Seeker,3,1.05,rare,"Whenever a Vampire you control attacks, each opponent loses 1 life and you gain 1 life.",4,Creature — Vampire Knight,,
Volkan Baǵa,5,,{3}{W}{B},"Vona, Butcher of Magan",4,2.66,mythic,"Vigilance, lifelink
{T}, Pay 7 life: Destroy target nonland permanent. Activate this ability only during your turn.",4,Legendary Creature — Vampire Knight,,
Volkan Baǵa,2,,{1}{B},Wanted Scoundrels,4,0.25,uncommon,"When Wanted Scoundrels dies, target opponent creates two Treasure tokens. (They're artifacts with ""{T}, Sacrifice this artifact: Add one mana of any color."")",3,Creature — Human Pirate,,
Volkan Baǵa,2,,{1}{W},Daybreak Chaplain,1,0.15,common,Lifelink (Damage dealt by this creature also causes you to gain that much life.),3,Creature — Human Cleric,,
Volkan Baǵa,0,,,Forest,,0.2,common,({T}: Add {G}.),,Basic Land — Forest,,
Volkan Baǵa,3,,{1}{W}{W},Resplendent Angel,3,9.15,mythic,"Flying
At the beginning of each end step, if you gained 5 or more life this turn, create a 4/4 white Angel creature token with flying and vigilance.
{3}{W}{W}{W}: Until end of turn, Resplendent Angel gets +2/+2 and gains lifelink.",3,Creature — Angel,,
Volkan Baǵa,2,,{1}{B},Sovereign's Bite,,0.25,common,Target player loses 3 life and you gain 3 life.,,Sorcery,,
Volkan Baǵa,2,,{1}{R},Tormenting Voice,,0.16,common,"As an additional cost to cast this spell, discard a card.
Draw two cards.",,Sorcery,,
Volkan Baǵa,5,,{3}{B}{B},Vampire Sovereign,3,0.25,uncommon,"Flying
When Vampire Sovereign enters the battlefield, target opponent loses 3 life and you gain 3 life.",4,Creature — Vampire,,
Volkan Baǵa,3,,{3},Orzhov Locket,,0.15,common,"{T}: Add {W} or {B}.
{W/B}{W/B}{W/B}{W/B}, {T}, Sacrifice Orzhov Locket: Draw two cards.",,Artifact,,
Volkan Baǵa,2,,{1}{U},Shimmer of Possibility,,0.15,common,Look at the top four cards of your library. Put one of them into your hand and the rest on the bottom of your library in a random order.,,Sorcery,,
Volkan Baǵa,3,,{2}{W},Tenth District Veteran,2,0.14,common,"Vigilance
Whenever Tenth District Veteran attacks, untap another target creature you control.",3,Creature — Human Soldier,,
Volkan Baǵa,3,,{2}{U},Verity Circle,,0.43,rare,"Whenever a creature an opponent controls becomes tapped, if it isn't being declared as an attacker, you may draw a card.
{4}{U}: Tap target creature without flying.",,Enchantment,,
Wayne Reynolds,2,,{1}{R},Champion of the Flame,1,0.24,uncommon,"Trample
Champion of the Flame gets +2/+2 for each Aura and Equipment attached to it.",1,Creature — Human Warrior,,
Wayne Reynolds,2,,{1}{G},Llanowar Scout,1,0.19,common,{T}: You may put a land card from your hand onto the battlefield.,3,Creature — Elf Scout,,
Wayne Reynolds,3,,{1}{U/R}{U/R},Piston-Fist Cyclops,4,0.15,common,"Defender
As long as you've cast an instant or sorcery spell this turn, Piston-Fist Cyclops can attack as though it didn't have defender.",3,Creature — Cyclops,,
Wayne Reynolds,4,,{2}{U}{B},Hostage Taker,2,4.46,rare,"When Hostage Taker enters the battlefield, exile another target creature or artifact until Hostage Taker leaves the battlefield. You may cast that card for as long as it remains exiled, and you may spend mana as though it were mana of any type to cast that spell.",3,Creature — Human Pirate,,
Wayne Reynolds,3,,{2}{G},Savage Stomp,,0.25,uncommon,"This spell costs {2} less to cast if it targets a Dinosaur you control.
Put a +1/+1 counter on target creature you control. Then that creature fights target creature you don't control. (Each deals damage equal to its power to the other.)",,Sorcery,,
Wayne Reynolds,2,,{1}{U},Shipwreck Looter,2,0.15,common,"Raid — When Shipwreck Looter enters the battlefield, if you attacked with a creature this turn, you may draw a card. If you do, discard a card.",1,Creature — Human Pirate,,
Wayne Reynolds,4,,{2}{W}{W},Inspired Charge,,0.15,common,Creatures you control get +2/+1 until end of turn.,,Instant,,
Wayne Reynolds,3,,{2}{G},Oakenform,,0.15,common,"Enchant creature
Enchanted creature gets +3/+3.",,Enchantment — Aura,,
Wayne Reynolds,3,,{1}{U}{U},Waterknot,,0.26,common,"Enchant creature
When Waterknot enters the battlefield, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.",,Enchantment — Aura,,
Wayne Reynolds,2,,{R}{G},Zhur-Taa Goblin,2,0.25,uncommon,Riot (This creature enters the battlefield with your choice of a +1/+1 counter or haste.),2,Creature — Goblin Berserker,,
Wayne Reynolds,1,,{R},Fanatical Firebrand,"Haste
{T}, Sacrifice Fanatical Firebrand: It deals 1 damage to target creature or player.",Creature — Goblin Pirate,1,0.25,common,"Haste
{T}, Sacrifice Fanatical Firebrand: It deals 1 damage to any target.",1,Creature — Goblin Pirate
Wayne Reynolds,4,,{3}{R},Pirate's Pillage,"As an additional cost to cast Pirate's Pillage, discard a card.
Draw two cards and create two colorless Treasure artifact tokens with ""{T}, Sacrifice this artifact: Add one mana of any color to your mana pool.""",Sorcery,,0.25,uncommon,"As an additional cost to cast this spell, discard a card.
Draw two cards and create two Treasure tokens. (They're artifacts with ""{T}, Sacrifice this artifact: Add one mana of any color."")",,Sorcery
Wayne Reynolds,3,,{1}{U}{U},Waterknot,"Enchant creature
When Waterknot enters the battlefield, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.",Enchantment — Aura,,0.15,common,"Enchant creature
When Waterknot enters the battlefield, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.",,Enchantment — Aura
Wesley Burt,5,,{3}{W}{U},Oath of Teferi,,1.18,rare,"When Oath of Teferi enters the battlefield, exile another target permanent you control. Return it to the battlefield under its owner's control at the beginning of the next end step.
You may activate the loyalty abilities of planeswalkers you control twice each turn rather than only once.",,Legendary Enchantment,,
Wesley Burt,2,,{1}{R},Lava Coil,,0.54,uncommon,"Lava Coil deals 4 damage to target creature. If that creature would die this turn, exile it instead.",,Sorcery,,
Wesley Burt,2,,{1}{U},Perilous Voyage,,0.25,uncommon,"Return target nonland permanent you don't control to its owner's hand. If its converted mana cost was 2 or less, scry 2.",,Instant,,
Wesley Burt,3,,{1}{B}{R},"Judith, the Scourge Diva",2,1.95,rare,"Other creatures you control get +1/+0.
Whenever a nontoken creature you control dies, Judith, the Scourge Diva deals 1 damage to any target.",2,Legendary Creature — Human Shaman,,
Willian Murai,3,,{2}{U},Divination,,0.15,common,Draw two cards.,,Sorcery,,
